Timestamp,Model name,Paper title,Bibtex reference,citeCommand,Year Published,Generative model,Trained on code,Reference to Permissive code,Custom Github scrape,Dataset name,Programming languages,Description of dataset (copy from paper),Dataset available,Trained on file level code,Notes
12/28/2023 15:20:23,QWEN,Qwen Technical Report,"@article{bai2023qwen,   title={Qwen technical report},   author={Bai, Jinze and Bai, Shuai and Chu, Yunfei and Cui, Zeyu and Dang, Kai and Deng, Xiaodong and Fan, Yang and Ge, Wenbin and Han, Yu and Huang, Fei and others},   journal={arXiv preprint arXiv:2309.16609},   year={2023} }",\cite{bai2023qwen},2023,Yes,Yes,No,Yes,,,"We believe that relying solely on code data for pretraining can result in a significant loss of the ability to function as a versatile assistant. Unlike previous approaches that focused solely on pretraining on code data (Li et al., 2022; 2023d), we take a different approach (Rozi `ere et al., 2023) by starting with our base models QWEN trained on a combination of text and code data, and then continuing to pretrain on the code data. We continue to pretrain the models on a total of around 90 billion toke",No,Yes,
12/28/2023 15:23:36,FLM,FLM-101B: An Open LLM and How to Train It with $100K Budget,"@article{li2023flm,   title={Flm-101b: An open llm and how to train it with $100 k budget},   author={Li, Xiang and Yao, Yiqun and Jiang, Xin and Fang, Xuezhi and Meng, Xuying and Fan, Siqi and Han, Peng and Li, Jing and Du, Li and Qin, Bowen and others},   journal={arXiv preprint arXiv:2309.03852},   year={2023} }",\cite{li2023flm},2023,Yes,No,,,,,,,,
12/28/2023 15:29:46,Skywork,Skywork: A More Open Bilingual Foundation Model,"@article{wei2023skywork,   title={Skywork: A more open bilingual foundation model},   author={Wei, Tianwen and Zhao, Liang and Zhang, Lichang and Zhu, Bo and Wang, Lijie and Yang, Haihua and Li, Biye and Cheng, Cheng and L{\""u}, Weiwei and Hu, Rui and others},   journal={arXiv preprint arXiv:2310.19341},   year={2023} }",\cite{wei2023skywork},2023,Yes,Yes,No,Yes,SkyPile,,"As for Github content, we employ an approach that is similar to (Together Computer, 2023). We have devised a collection of straightforward yet efficacious heuristics, encompassing criteria such as line length filtration and alphanumeric thresholds, designed to discern and exclude content of low quality. Our criteria are specifically oriented toward enhancing
content quality, as opposed to merely curbing its volume. Notably, in contrast to prevailing
practices that involve the wholesale removal of a significant portion of json, xml, yaml, and
html content, we have made a deliberate choice to retain a judiciously proportionate representation of these data formats.",No,Yes,"Only subset of dataset released, doesn t contain code!"
12/28/2023 15:33:27,Pythia,Pythia: A Suite for Analyzing Large Language Models Across Training and Scaling,"@inproceedings{biderman2023pythia,   title={Pythia: A suite for analyzing large language models across training and scaling},   author={Biderman, Stella and Schoelkopf, Hailey and Anthony, Quentin Gregory and Bradley, Herbie and O’Brien, Kyle and Hallahan, Eric and Khan, Mohammad Aflah and Purohit, Shivanshu and Prashanth, USVSN Sai and Raff, Edward and others},   booktitle={International Conference on Machine Learning},   pages={2397--2430},   year={2023},   organization={PMLR} }",\cite{biderman2023pythia},2023,Yes,Yes,No,No,The Pile,,"We train 8 model sizes each on both the Pile (Gao et al., 2020; Biderman et al., 2022) and the Pile after deduplication, providing 2 copies of the suite which can be compared.",Yes,Yes,
12/28/2023 15:41:36,codeGen2,CodeGen2: Lessons for Training LLMs on Programming and Natural Languages,"@article{nijkamp2023codegen2,   title={Codegen2: Lessons for training llms on programming and natural languages},   author={Nijkamp, Erik and Hayashi, Hiroaki and Xiong, Caiming and Savarese, Silvio and Zhou, Yingbo},   journal={arXiv preprint arXiv:2305.02309},   year={2023} }",\cite{nijkamp2023codegen2},2023,Yes,Yes,Yes,No,"The Pile, The Stack, Big Python",,"We examine our recipe on four model sizes: 1B, 3.7B, 7B, and 16B, and refer to them as CodeGen2.1 For training a subset of the Stack v1.1 (Kocetkov et al., 2022), filtered with a stronger permissive license guideline, is used.

We test the hypothesis by training a causal decoder with the combined causal language modeling and span corruption objective on a mixture of natural and programming languages (Mix). Examples in a batch are sampled from the Pile (Gao et al., 2020) and the Stack data equally likely

To evaluate this hypothesis, we first train a Prefix-LM on BigPython (Nijkamp et al., 2022) with causal language modeling and compare the model performance on HumanEval against a causal decoder baseline trained for the same number of steps",Yes,Yes,
12/28/2023 15:43:57,StarCoder,StarCoder: may the source be with you!,"@article{li2023starcoder,   title={StarCoder: may the source be with you!},   author={Li, Raymond and Allal, Loubna Ben and Zi, Yangtian and Muennighoff, Niklas and Kocetkov, Denis and Mou, Chenghao and Marone, Marc and Akiki, Christopher and Li, Jia and Chim, Jenny and others},   journal={arXiv preprint arXiv:2305.06161},   year={2023} }",\cite{li2023starcoder},2023,Yes,Yes,Yes,No,"The Stack v1,2",,"This section describes how we processed the training data of StarCoderBase. We restrict the training set to The Stack v1.2 (Kocetkov et al., 2022), which exclusively contains data from permissively licensed4 GitHub repositories. At the time of the data processing, 44 people opted out of The Stack.",Yes,Yes,
12/28/2023 15:52:26,GShard,GShard: Scaling Giant Models with Conditional Computation and Automatic Sharding,"@inproceedings{ lepikhin2021gshard, title={{\{}GS{\}}hard: Scaling Giant Models with Conditional Computation and Automatic Sharding}, author={Dmitry Lepikhin and HyoukJoong Lee and Yuanzhong Xu and Dehao Chen and Orhan Firat and Yanping Huang and Maxim Krikun and Noam Shazeer and Zhifeng Chen}, booktitle={International Conference on Learning Representations}, year={2021}, url={https://openreview.net/forum?id=qrwe7XHTmYb} }",\cite{lepikhin2021gshard},2021,Yes,No,,,,,,,,
12/28/2023 15:55:56,Ernie 3.0,ERNIE 3.0: LARGE-SCALE KNOWLEDGE ENHANCED PRE-TRAINING FOR LANGUAGE UNDERSTANDING AND GENERATION,"@article{sun2021ernie,   title={Ernie 3.0: Large-scale knowledge enhanced pre-training for language understanding and generation},   author={Sun, Yu and Wang, Shuohuan and Feng, Shikun and Ding, Siyu and Pang, Chao and Shang, Junyuan and Liu, Jiaxiang and Chen, Xuyi and Zhao, Yanbin and Lu, Yuxiang and others},   journal={arXiv preprint arXiv:2107.02137},   year={2021} }",\cite{sun2021ernie},2021,Yes,No,,,,,,,,
12/28/2023 16:58:58,Jurassic-1,JURASSIC-1: TECHNICAL DETAILS AND EVALUATION,"@article{lieber2021jurassic,   title={Jurassic-1: Technical details and evaluation},   author={Lieber, Opher and Sharir, Or and Lenz, Barak and Shoham, Yoav},   journal={White Paper. AI21 Labs},   volume={1},   year={2021} }",\cite{lieber2021jurassic},2021,Yes,Yes,No,No,The Pile,,"We tested on a variety of domains found in the Pile dataset (Gao et al., 2020), including web (Pile’s Common Crawl corpus), academic text formatted in LaTeX (arXiv), fiction books (Books3, Gutenberg), computer programs (GitHub), and more. In all but three corpora, our Jurassic-1 models outperform their GPT-3 counterparts. See complete results in Table. 4",Yes,Yes,"They evaluate and have a lot of data on it, but never say that they trained on it"
12/28/2023 17:04:12,HyperClova,What Changes Can Large-scale Language Models Bring? Intensive Study on HyperCLOVA: Billions-scale Korean Generative Pretrained Transformers,"@article{kim2021changes,   title={What changes can large-scale language models bring? intensive study on hyperclova: Billions-scale korean generative pretrained transformers},   author={Kim, Boseop and Kim, HyoungSeok and Lee, Sang-Woo and Lee, Gichang and Kwak, Donghyun and Jeon, Dong Hyeon and Park, Sunghyun and Kim, Sungju and Kim, Seonhoon and Seo, Dongpil and others},   journal={arXiv preprint arXiv:2109.04650},   year={2021} }",\cite{kim2021changes},2021,Yes,No,,,,,,,,
12/28/2023 17:10:26,Yuan 1.0,Yuan 1.0: Large-Scale Pre-trained Language Model in Zero-Shot and Few-Shot Learning,"@article{wu2021yuan,   title={Yuan 1.0: Large-scale pre-trained language model in zero-shot and few-shot learning},   author={Wu, Shaohua and Zhao, Xudong and Yu, Tong and Zhang, Rongguo and Shen, Chong and Liu, Hongli and Li, Feng and Zhu, Hong and Luo, Jiangang and Xu, Liang and others},   journal={arXiv preprint arXiv:2110.04725},   year={2021} }",\cite{wu2021yuan},2021,Yes,No,,,,,,,,
12/28/2023 17:21:49,FLAN,Finetuned Language Models are Zero-Shot Learners ,"@inproceedings{ wei2022finetuned, title={Finetuned Language Models are Zero-Shot Learners}, author={Jason Wei and Maarten Bosma and Vincent Zhao and Kelvin Guu and Adams Wei Yu and Brian Lester and Nan Du and Andrew M. Dai and Quoc V Le}, booktitle={International Conference on Learning Representations}, year={2022}, url={https://openreview.net/forum?id=gEZrGCozdqR} }",\cite{wei2022finetuned},2022,Yes,Yes,,,,,,,No,
12/28/2023 17:25:55,WebGPT,WebGPT: Browser-assisted question-answering with human feedback,"@article{nakano2021webgpt,   title={Webgpt: Browser-assisted question-answering with human feedback},   author={Nakano, Reiichiro and Hilton, Jacob and Balaji, Suchir and Wu, Jeff and Ouyang, Long and Kim, Christina and Hesse, Christopher and Jain, Shantanu and Kosaraju, Vineet and Saunders, William and others},   journal={arXiv preprint arXiv:2112.09332},   year={2021} }",\cite{nakano2021webgpt},2021,Yes,No,,,,,,,,
12/28/2023 17:31:07,Gopher,"Scaling Language Models: Methods, Analysis & Insights from Training Gopher","@article{rae2021scaling,   title={Scaling language models: Methods, analysis \& insights from training gopher},   author={Rae, Jack W and Borgeaud, Sebastian and Cai, Trevor and Millican, Katie and Hoffmann, Jordan and Song, Francis and Aslanides, John and Henderson, Sarah and Ring, Roman and Young, Susannah and others},   journal={arXiv preprint arXiv:2112.11446},   year={2021} }",\cite{rae2021scaling},2021,Yes,Yes,Yes,Yes,MassiveText,,"For Github, we restrict the data to only include code with the following permissive licenses: Apache License version 2.0, MIT license, The 3-clause BSD license, The 2-clause BSD license, Unlicense, CC0, ISC license, and Artistic License 2.0.",No,Yes,
12/28/2023 17:42:48,ERNIE-Code ,ERNIE-Code: Beyond English-Centric Cross-lingual Pretraining for Programming Languages,"@misc{chai2023erniecode,       title={ERNIE-Code: Beyond English-Centric Cross-lingual Pretraining for Programming Languages},        author={Yekun Chai and Shuohuan Wang and Chao Pang and Yu Sun and Hao Tian and Hua Wu},       year={2023},       eprint={2212.06742},       archivePrefix={arXiv},       primaryClass={cs.CL} }",\cite{chai2023erniecode},2023,Yes,Yes,,,,,,,No,
12/28/2023 17:59:18,CodeT5Mix,CodeT5Mix: A Pretrained Mixture of Encoder-decoder Transformers for Code Understanding and Generation,"@misc{ wang2023codetmix, title={CodeT5Mix: A Pretrained Mixture of Encoder-decoder Transformers for Code Understanding and Generation}, author={Yue Wang and Hung Le and Akhilesh Deepak Gotmare and Junnan Li and Steven Hoi}, year={2023}, url={https://openreview.net/forum?id=VPCi3STZcaO} }",\cite{wang2023codetmix},2023,Yes,Yes,Yes,No,"CodeSearchNet, GitHub Code Dataset (only latter one is file level)","Python, Java, Ruby, JavaScript, Go, PHP, C, C++, C#","We enlarge the pretraining dataset of CodeSearchNet (Husain et al., 2019) with the recently released GitHub Code dataset. We select nine PLs (Python, Java, Ruby, JavaScript, Go, PHP, C, C++, C#) and filter the dataset by preserving only permissively licensed code and files with 50 to 2000 tokens. Besides, we filter out the overlapped subset with CodeSearchNet and other downstream tasks by checking their GitHub repositories.",Yes,Yes,
12/28/2023 18:07:09,CodeRL,CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning,"@misc{le2022coderl,       title={CodeRL: Mastering Code Generation through Pretrained Models and Deep Reinforcement Learning},        author={Hung Le and Yue Wang and Akhilesh Deepak Gotmare and Silvio Savarese and Steven C. H. Hoi},       year={2022},       eprint={2207.01780},       archivePrefix={arXiv},       primaryClass={cs.LG} }",\cite{le2022coderl},2022,Yes,Yes,Yes,No,"CodeSearchNet, Python GitHub Code Dataset (only latter one has file level code)","Go, Java, JavaScript, PHP, Python, Ruby","We enlarge the Python pretraining dataset using the recently released
large-scale Github Code dataset. We have compiled public, non-personal information from GitHub consisting of permissively licensed Python code (e.g. “mit”, “apache-2”, “bsd-3-clause”, “bsd-2- 126 clause”, “cc0-1.0”, “unlicense”, “isc”). The resulting Python dataset (GCPY) has 10.5B tokens and is 10x larger than the CodeSearchNet (CSN) corpus [Husain et al., 2019] used in the original CodeT5 [Wang et al., 2021].",Yes,Yes,
12/28/2023 18:29:51,JuPyT5,Training and Evaluating a Jupyter Notebook Data Science Assistant,"@misc{chandel2022training,       title={Training and Evaluating a Jupyter Notebook Data Science Assistant},        author={Shubham Chandel and Colin B. Clement and Guillermo Serrato and Neel Sundaresan},       year={2022},       eprint={2201.12901},       archivePrefix={arXiv},       primaryClass={cs.LG} }",\cite{chandel2022training},2022,Yes,Yes,No,Yes,Custom scrape,Python (Jupyter Notebooks),"We train our models on all Jupyter notebooks from all the
public GitHub repositories with Jupyter Notebooks as the primary language label as of April 2021, excluding repositories from which our Data Science Problems evaluation were curated. We first discuss the filtering pipeline which yielded 1119 high-quality data science questions with validating unit tests which compose DSP.
",No,Yes,
12/28/2023 18:52:18,PyMT5,PyMT5: multi-mode translation of natural language and Python code with transformers,"@misc{clement2020pymt5,       title={PyMT5: multi-mode translation of natural language and Python code with transformers},        author={Colin B. Clement and Dawn Drain and Jonathan Timcheck and Alexey Svyatkovskiy and Neel Sundaresan},       year={2020},       eprint={2010.03150},       archivePrefix={arXiv},       primaryClass={cs.LG} }",\cite{clement2020pymt5},2020,Yes,Yes,,,,,,,No,"Only takes python methods from files, not entire file content."
12/29/2023 12:33:14,GLaM,GLaM: Efficient Scaling of Language Models with Mixture-of-Experts,"@inproceedings{du2022glam,   title={Glam: Efficient scaling of language models with mixture-of-experts},   author={Du, Nan and Huang, Yanping and Dai, Andrew M and Tong, Simon and Lepikhin, Dmitry and Xu, Yuanzhong and Krikun, Maxim and Zhou, Yanqi and Yu, Adams Wei and Firat, Orhan and others},   booktitle={International Conference on Machine Learning},   pages={5547--5569},   year={2022},   organization={PMLR} }",\cite{du2022glam},2022,Yes,No,,,,,,,,
12/29/2023 12:37:09,LaMDA,LaMDA: Language Models for Dialog Applications,"@article{thoppilan2022lamda,   title={Lamda: Language models for dialog applications},   author={Thoppilan, Romal and De Freitas, Daniel and Hall, Jamie and Shazeer, Noam and Kulshreshtha, Apoorv and Cheng, Heng-Tze and Jin, Alicia and Bos, Taylor and Baker, Leslie and Du, Yu and others},   journal={arXiv preprint arXiv:2201.08239},   year={2022} }",\cite{thoppilan2022lamda},2022,Yes,Yes,,,,,,,No,
12/29/2023 12:44:48,MT-NLG,"Using DeepSpeed and Megatron to Train Megatron-Turing NLG 530B, A Large-Scale Generative Language Model","@article{smith2022using,   title={Using deepspeed and megatron to train megatron-turing nlg 530b, a large-scale generative language model},   author={Smith, Shaden and Patwary, Mostofa and Norick, Brandon and LeGresley, Patrick and Rajbhandari, Samyam and Casper, Jared and Liu, Zhun and Prabhumoye, Shrimai and Zerveas, George and Korthikanti, Vijay and others},   journal={arXiv preprint arXiv:2201.11990},   year={2022} }",\cite{smith2022using},2022,Yes,Yes,No,No,The Pile,,"We largely built upon prior work described in [9, 17] to generate our training set. First, we selected a subset of the datasets from The Pile that we observed to be of the highest relative quality (see Table 1)",Yes,Yes,
12/29/2023 12:48:30,AlphaCode,Competition-Level Code Generation with AlphaCode,"@article{li2022competition,   title={Competition-level code generation with alphacode},   author={Li, Yujia and Choi, David and Chung, Junyoung and Kushman, Nate and Schrittwieser, Julian and Leblond, R{\'e}mi and Eccles, Tom and Keeling, James and Gimeno, Felix and Dal Lago, Agustin and others},   journal={Science},   volume={378},   number={6624},   pages={1092--1097},   year={2022},   publisher={American Association for the Advancement of Science} }",\cite{li2022competition},2022,Yes,Yes,Yes,Yes,,"C++, C#, Go, Java, JavaScript, Lua, PHP, Python, Ruby, Rust, Scala, and TypeScript","Our pre-training dataset is based on a snapshot of selected public GitHub repositories taken on 2021/07/14. We included all code ﬁles from several popular languages: C++, C#, Go, Java, JavaScript, Lua, PHP, Python, Ruby, Rust, Scala, and TypeScript. Following previous work (Chen et al., 2021), we ﬁltered out all ﬁles larger than 1MB or with lines longer than 1000 characters, to exclude automatically generated code. We also removed duplicates of the same ﬁle, ignoring whitespace in comparisons. After ﬁltering, our ﬁnal pre-training dataset contains a total of 715.1 GB of code. The dataset composition across languages can be found in the appendix (Table A1).",No,Yes,
12/29/2023 12:52:04,InstructGPT,Training language models to follow instructions with human feedback,"@article{ouyang2022training,   title={Training language models to follow instructions with human feedback},   author={Ouyang, Long and Wu, Jeffrey and Jiang, Xu and Almeida, Diogo and Wainwright, Carroll and Mishkin, Pamela and Zhang, Chong and Agarwal, Sandhini and Slama, Katarina and Ray, Alex and others},   journal={Advances in Neural Information Processing Systems},   volume={35},   pages={27730--27744},   year={2022} }",\cite{ouyang2022training},2022,Yes,Yes,,,,,,,No,
12/29/2023 12:56:16,Chinchilla,Training Compute-Optimal Large Language Models,"@article{hoffmann2022training,   title={Training compute-optimal large language models},   author={Hoffmann, Jordan and Borgeaud, Sebastian and Mensch, Arthur and Buchatskaya, Elena and Cai, Trevor and Rutherford, Eliza and Casas, Diego de Las and Hendricks, Lisa Anne and Welbl, Johannes and Clark, Aidan and others},   journal={arXiv preprint arXiv:2203.15556},   year={2022} }",\cite{hoffmann2022training},2022,Yes,Yes,No,Yes,,,"Disk Size Documents Sampling proportion Epochs in 1.4T tokens
GitHub 3.1 TB 142M 4% (3%) 0.13",No,Yes,
12/29/2023 13:06:08,PaLM,PaLM: Scaling Language Modeling with Pathways,"@article{chowdhery2023palm,   title={Palm: Scaling language modeling with pathways},   author={Chowdhery, Aakanksha and Narang, Sharan and Devlin, Jacob and Bosma, Maarten and Mishra, Gaurav and Roberts, Adam and Barham, Paul and Chung, Hyung Won and Sutton, Charles and Gehrmann, Sebastian and others},   journal={Journal of Machine Learning Research},   volume={24},   number={240},   pages={1--113},   year={2023} }",\cite{chowdhery2023palm},2023,Yes,Yes,Yes,Yes,PaLM dataset,"24 common programming languages, including Java, HTML, Javascript, Python, PHP, C#, XML, C++, and C","The source code in the pretraining dataset is obtained from open source repositories on GitHub. We filtered the files by the license included in the repository; copyleft licenses were excluded. We filter the files by filename extension to restrict to one of 24 common programming languages, including Java, HTML, Javascript, Python, PHP, C#, XML, C++, and C, which results in 196GB of source code. Further, we remove duplicates based on Levenshtein distance between the files because duplicate files are known to be common in source code repositories (Lopes et al., 2017; Allamanis, 2019).",No,Yes,
12/29/2023 13:09:25,AlexaTM,AlexaTM 20B: Few-Shot Learning Using a Large-Scale Multilingual Seq2Seq Model,"@article{soltan2022alexatm,   title={Alexatm 20b: Few-shot learning using a large-scale multilingual seq2seq model},   author={Soltan, Saleh and Ananthakrishnan, Shankar and FitzGerald, Jack and Gupta, Rahul and Hamza, Wael and Khan, Haidar and Peris, Charith and Rawls, Stephen and Rosenbaum, Andy and Rumshisky, Anna and others},   journal={arXiv preprint arXiv:2208.01448},   year={2022} }",\cite{soltan2022alexatm},2022,Yes,No,,,,,,,,
12/29/2023 13:47:50,PyCodeGPT,CERT: Continual Pre-Training on Sketches for Library-Oriented Code Generation,"@inproceedings{ijcai2022p329,   title     = {CERT: Continual Pre-training on Sketches for Library-oriented Code Generation},   author    = {Zan, Daoguang and Chen, Bei and Yang, Dejian and Lin, Zeqi and Kim, Minsu and Guan, Bei and Wang, Yongji and Chen, Weizhu and Lou, Jian-Guang},   booktitle = {Proceedings of the Thirty-First International Joint Conference on                Artificial Intelligence, {IJCAI-22}},   publisher = {International Joint Conferences on Artificial Intelligence Organization},   editor    = {Lud De Raedt},   pages     = {2369--2375},   year      = {2022},   month     = {7},   note      = {Main Track},   doi       = {10.24963/ijcai.2022/329},   url       = {https://doi.org/10.24963/ijcai.2022/329}, }",\cite{ijcai2022p329},2022,Yes,Yes,No,Yes,,Python,"We first crawl 7.6M repository pages hosted on GitHub. Then we consider the language distribution tags in each page to filter the repositories without Python files. As a result, we obtain 1.2M Python-related repository URLs. With the filtered repository URLs, we download all the contents of each repository from GitHub. Following Codex, we remove files over 1MB, as experienced developers usually avoid creating large source code files to maintain good readability. As a result, we get 60.6M raw Python files under 1MB, with a total size of 330GB. Among these files, we further filter out duplicated files, which has been recognized as an important step by CodeParrot. Finally, the number of unique files is reduced to 13.0M, with a total size of 96GB.",No,Yes,
12/29/2023 13:51:50,Sparrow,Improving alignment of dialogue agents via targeted human judgements,"@article{glaese2022improving,   title={Improving alignment of dialogue agents via targeted human judgements},   author={Glaese, Amelia and McAleese, Nat and Tr{\k{e}}bacz, Maja and Aslanides, John and Firoiu, Vlad and Ewalds, Timo and Rauh, Maribeth and Weidinger, Laura and Chadwick, Martin and Thacker, Phoebe and others},   journal={arXiv preprint arXiv:2209.14375},   year={2022} }",\cite{glaese2022improving},2022,Yes,No,,,,,,,,
12/29/2023 14:00:05,WeLM,WeLM: A Well-Read Pre-trained Language Model for Chinese,"@article{su2022welm,   title={Welm: A well-read pre-trained language model for chinese},   author={Su, Hui and Zhou, Xiao and Yu, Houjin and Shen, Xiaoyu and Chen, Yuwen and Zhu, Zilin and Yu, Yang and Zhou, Jie},   journal={arXiv preprint arXiv:2209.10372},   year={2022} }",\cite{su2022welm},2022,Yes,No,,,,,,,,
12/29/2023 14:05:57,U-PaLM,Transcending Scaling Laws with 0.1% Extra Compute,"@article{tay2022transcending,   title={Transcending scaling laws with 0.1\% extra compute},   author={Tay, Yi and Wei, Jason and Chung, Hyung Won and Tran, Vinh Q and So, David R and Shakeri, Siamak and Garcia, Xavier and Zheng, Huaixiu Steven and Rao, Jinfeng and Chowdhery, Aakanksha and others},   journal={arXiv preprint arXiv:2210.11399},   year={2022} }",\cite{tay2022transcending},2022,Yes,Yes,No,No,PaLM,,"To keep things consistent, we train this model with the same data mixture as PaLM and do not rely on additional sources of data (labeled or unlabeled).",No,Yes,
12/29/2023 14:08:18,GPT-CC,,,,2021,Yes,Yes,No,Yes,"Trained on The Pile, custom scrape (fine-tuned on GPT Code Clippy Dataset)","Assembly', 'Batchfile', 'C', 'C#', 'C++', 'CMake', 'COBOL', 'CSS', 'CSV', 'Clojure', 'CoffeeScript', 'DM', 'Dart', 'Dockerfile', 'Elixir', 'Erlang', 'Fortran', 'Go', 'Groovy', 'HTML', 'Haskell', 'INI', 'JSON', 'Java', 'JavaScript', 'Julia', 'Kotlin', 'Lisp', 'Lua', 'Makefile', 'Markdown', 'Matlab', 'None', 'OCaml', 'Objective-C', 'PHP', 'Pascal', 'Perl', 'PowerShell', 'Prolog', 'Python', 'R', 'Ruby', 'Rust', 'SQL', 'Scala', 'Shell', 'Swift', 'TOML', 'TeX', 'TypeScript', 'Verilog', 'Visual Basic', 'XML', 'YAML', ","GPT-Code-Clippy (GPT-CC) is a community effort to create an open-source version of GitHub Copilot, an AI pair programmer based on GPT-3, called GPT-Codex. GPT-CC is fine-tuned on our GPT Code Clippy dataset sourced from publicly available code on GitHub. It was created to allow researchers to easily study large deep learning models that are trained on code to better understand their abilities and limitations. GPT-CC uses the GPT-Neo model as the base language model, which has been pretrained on the Pile dataset and we use the Causal Language Modelling objective to train the model.",Yes,Yes,
12/29/2023 14:48:07,"FIM (multiple models, only considering the ones trained on code)",Efficient Training of Language Models to Fill in the Middle,"@article{Bavarian2022EfficientTO,   title={Efficient Training of Language Models to Fill in the Middle},   author={Mohammad Bavarian and Heewoo Jun and Nikolas A. Tezak and John Schulman and Christine McLeavey and Jerry Tworek and Mark Chen},   journal={ArXiv},   year={2022},   volume={abs/2207.14255},   url={https://api.semanticscholar.org/CorpusID:251135268} }",\cite{Bavarian2022EfficientTO},2022,Yes,Yes,No,Yes,,Python,"We train our code models on the same dataset that was used to train Codex, which is a 159 GB Python dataset scraped in May 2020. As such, we expect no train set contamination from the subsequent public release of HumanEval. Similar to GPT-3 and unlike Codex, we train our models from scratch from a random initialization.",No,Yes,
12/29/2023 15:49:28,Pangu-sigma,PanGu-Σ: Towards Trillion Parameter Language Model with Sparse Heterogeneous Computing,"@article{ren2023pangu,   title={PanGu-$\{$$\backslash$Sigma$\}$: Towards Trillion Parameter Language Model with Sparse Heterogeneous Computing},   author={Ren, Xiaozhe and Zhou, Pingyi and Meng, Xinfan and Huang, Xinjing and Wang, Yadao and Wang, Weichao and Li, Pengfei and Zhang, Xiaoda and Podolskiy, Alexander and Arshinov, Grigory and others},   journal={arXiv preprint arXiv:2303.10845},   year={2023} }",\cite{ren2023pangu},2023,Yes,Yes,No,Yes,"GH Torrent, the Pile, Pangu-Coder","Java, Python","For code, we use the Python code (147GB) which has been used in PanGu-Coder [33], as well as the Java code (161GB) from GHTorrent [34] , which are then filtered by file size (<1MB), average number of characters per line (<200), maximum number of characters per line (<1000) and their compilablity. Then, these collected English, Chinese and code texts data was sampled and distributed to the four major domains. Finally, we get more than 300B tokens for the four major domains. The detailed statistics of data distribution and data sources in four major domains are presented in Table 1.
For the remaining 36 domains, the data for 26 monolingual domains are mainly from CCAligned [35 ] and CCMatrix [ 36]. Similar to the code domain mentioned above, the data for 6 programming language domains are collected through GHTorrent [ 34 ] and filtered in the similar way.",No,Yes,
12/29/2023 15:56:37,PaLM2,PaLM 2 Technical Report,"@article{anil2023palm,   title={Palm 2 technical report},   author={Anil, Rohan and Dai, Andrew M and Firat, Orhan and Johnson, Melvin and Lepikhin, Dmitry and Passos, Alexandre and Shakeri, Siamak and Taropa, Emanuel and Bailey, Paige and Chen, Zhifeng and others},   journal={arXiv preprint arXiv:2305.10403},   year={2023} }",\cite{anil2023palm},2023,Yes,Yes,No,Yes,,,"The PaLM 2 pre-training corpus is composed of a diverse set of sources: web documents, books, code, mathematics, and conversational data. The pre-training corpus is significantly larger than the corpus used to train PaLM",No,Yes,
12/29/2023 16:01:05,LLama 2,Llama 2: Open Foundation and Fine-Tuned Chat Models,"@article{touvron2023llama,   title={Llama 2: Open foundation and fine-tuned chat models},   author={Touvron, Hugo and Martin, Louis and Stone, Kevin and Albert, Peter and Almahairi, Amjad and Babaei, Yasmine and Bashlykov, Nikolay and Batra, Soumya and Bhargava, Prajjwal and Bhosale, Shruti and others},   journal={arXiv preprint arXiv:2307.09288},   year={2023} }",\cite{touvron2023llama},2023,Yes,Yes,Yes,No,BigQuery from LLaMa 1,,"Our training corpus includes a new mix of data from publicly available sources, which does not include data from Meta’s products or services. We made an effort to remove data from certain sites known to contain a high volume of personal information about private individuals. We trained on 2 trillion tokens of data as this provides a good performance–cost trade-off, up-sampling the most factual sources in an effort to increase knowledge and dampen hallucinations.",Yes,Yes,Doesnt say it uses code explicitly but can be assumed from the evaluation
12/29/2023 16:17:04,Falcon,"The RefinedWeb Dataset for Falcon LLM: Outperforming Curated Corpora with Web Data, and Web Data Only","@article{penedo2023refinedweb,   title={The RefinedWeb dataset for Falcon LLM: outperforming curated corpora with web data, and web data only},   author={Penedo, Guilherme and Malartic, Quentin and Hesslow, Daniel and Cojocaru, Ruxandra and Cappelli, Alessandro and Alobeidli, Hamza and Pannier, Baptiste and Almazrouei, Ebtesam and Launay, Julien},   journal={arXiv preprint arXiv:2306.01116},   year={2023} }",\cite{penedo2023refinedweb},2023,Yes,Yes,No,No,The Pile,,We train internal models on both The Pile and RefinedWeb to control for deviations caused by our pretraining setup–we found The Pile models to perform in-line with others.,Yes,Yes,
12/29/2023 16:27:21,Mistral,Mistral 7B,"@article{jiang2023mistral,   title={Mistral 7B},   author={Jiang, Albert Q and Sablayrolles, Alexandre and Mensch, Arthur and Bamford, Chris and Chaplot, Devendra Singh and Casas, Diego de las and Bressand, Florian and Lengyel, Gianna and Lample, Guillaume and Saulnier, Lucile and others},   journal={arXiv preprint arXiv:2310.06825},   year={2023} }",\cite{jiang2023mistral},2023,Yes,Yes,No,,,,,No,Yes,
12/29/2023 16:30:18,BERT,BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding,"@inproceedings{Devlin2019BERTPO,   title={BERT: Pre-training of Deep Bidirectional Transformers for Language Understanding},   author={Jacob Devlin and Ming-Wei Chang and Kenton Lee and Kristina Toutanova},   booktitle={North American Chapter of the Association for Computational Linguistics},   year={2019},   url={https://api.semanticscholar.org/CorpusID:52967399} }",\cite{Devlin2019BERTPO},2019,Yes,No,,,,,,,,
